Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
OCc1c(CO)cnc(c1O)C.[Cl-].[H+],C8H11ClNO3,-0.88975,-0.94858,-0.25884,-0.35864,-0.71897,-0.44547,0.206612,-0.95548,-0.38714,0.0577,-0.51409,-1.36646,-0.67837,-0.48125,-0.58398,0.805196,-2.58E-02,-2.57E-02,1.036924,0.873959,-2.52E-02,-2.52E-02,1.063719,0.89441,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.0051,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,2.133721,-0.23795,-0.77024,-0.3596,-1.19194
CCCNC(C(=O)Nc1ccccc1C)C.[Cl-].[H+],C13H20ClN2O,-0.64873,-0.65841,-0.25884,-0.03918,-0.0238,-0.93806,-0.15108,-0.50559,-0.77876,0.0577,0.356707,-0.63114,0.520589,0.073573,0.078735,0.040335,-2.58E-02,-2.57E-02,0.098126,0.053849,-2.52E-02,-2.52E-02,0.223833,-0.13588,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.636362,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,-0.95291
Cn1c(=O)n(C)c2c(c1=O)[nH]cn2.NCC(=O)[O-].[Na+],C9H12N5NaO4,-0.55238,-0.51333,0.20548,-0.5583,-0.89277,0.047121,-0.15108,-0.73174,0.400327,-1.28049,-1.55723,-1.43812,-1.94192,-0.83251,-1.8886,1.510236,-2.58E-02,-2.57E-02,1.975722,1.661977,-2.52E-02,-2.52E-02,1.903605,1.028796,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-1.07667,-0.58263,-0.07495,-0.59641,1.384333,0.016684,0.359296,-0.23795,-0.77024,-1.52227,-0.98876
CCCC(C1(CC)C(=O)[N-]C(=O)NC1=O)C.[Na+],C11H17N2NaO3,-0.68889,-0.65841,-1.18747,1.039007,-0.37138,-0.44547,-0.50877,-0.64499,-0.51193,-1.1105,0.111796,-0.02044,0.100752,-0.19785,-0.63256,0.335169,-2.58E-02,-2.57E-02,0.098126,0.18578,-2.52E-02,-2.52E-02,0.223833,0.312073,-2.47E-02,-2.47E-02,0.91283,0.8216132743,1.878749,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.443553,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,0.280728,-0.3596,-0.56448
CSc1ccc(cc1)OCc1ncc(n1C)[N+](=O)[O-],C12H13N3O3S,-0.54248,-0.51333,0.515025,-0.87776,-0.19759,-0.44547,-0.86646,-0.47945,-0.09038,0.284348,0.23274,0.375258,0.1169,-0.7926,0.186297,-0.01094,-2.58E-02,-2.57E-02,0.098126,-0.22427,-2.52E-02,-2.52E-02,-0.61605,0.260386,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,2.749695,2.725518,-0.37732,-0.47951,-0.39508,0.476924,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,1.331694,-1.52227,-0.7079
CCS(=O)(=O)CCn1c(C)ncc1[N+](=O)[O-],C8H13N3O4S,-0.69351,-0.73095,-0.41361,0.599747,-0.19759,-0.19917,-0.86646,-0.74546,0.006051,0.201163,-0.62899,0.107302,-0.70663,-1.4512,-0.3758,0.929112,-2.58E-02,-2.57E-02,1.036924,0.770554,-2.52E-02,-2.52E-02,1.063719,0.818603,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.20162,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,1.331694,-0.3596,-0.65412
CC(C12CC3CC(C2)CC(C1)C3)N.[Cl-].[H+],C12H21ClN,-0.84204,-0.87604,-1.18747,2.11719,-0.89277,-1.18435,-0.50877,-0.72507,-0.96112,0.0577,0.510911,-0.50027,0.887946,0.06559,0.207115,-0.01949,-2.58E-02,-2.57E-02,0.098126,-0.0246,-2.52E-02,-2.52E-02,0.223833,0.711784,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.862542,-0.58263,-0.83184,-0.59641,-0.65233,0.016684,0.359296,-0.23795,-0.77024,-0.3596,0.086887
[O-]C(=O)[C@@H](Cc1cc(I)c(c(c1)I)Oc1cc(I)c(c(c1)I)O)N.O.[Na+],C15H12I4NNaO5,1.991442,-0.00554,0.669798,-1.35696,-0.19759,0.047121,0.206612,0.465941,-0.00988,-1.09242,0.0483,0.587131,0.18149,1.338898,-0.21966,-1.23301,-2.58E-02,-2.57E-02,-1.77947,-0.04599,-2.52E-02,-2.52E-02,0.223833,-0.93185,-2.47E-02,-2.47E-02,-1.43158,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.8987,0.518042,-0.07495,-0.59641,-0.65233,0.016684,0.359296,-0.23795,0.280728,-0.3596,-0.43301
O[C@@H](c1ccccc1)[C@H](N)C.[Cl-].[H+],C9H13ClNO,-0.97445,-1.02112,-0.25884,-0.5583,-0.71897,-0.93806,-0.15108,-0.92934,-0.71697,0.0577,-0.03031,-1.06423,0.189564,-0.42138,-0.24742,0.40781,-2.58E-02,-2.57E-02,0.098126,0.488864,-2.52E-02,-2.52E-02,0.223833,0.742796,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.454676,-0.58263,-0.07495,-0.59641,-0.65233,0.016684,0.359296,-0.23795,-0.77024,-0.3596,-1.25768
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)OC(=O)N1CCC(CC1)N1CCCCC1.[Cl-].[H+],C33H38ClN4O6,1.078246,1.300198,1.288887,0.20042,-0.0238,0.53971,-0.50877,1.383155,0.103081,0.0577,0.849555,-0.33825,0.665917,0.847936,0.418768,-1.37402,-2.58E-02,-2.57E-02,-1.77947,-1.09787,-2.52E-02,-2.52E-02,-1.45594,-1.1007,-2.47E-02,-2.47E-02,-1.43158,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,2.648644,2.084166,2.529585,0.235912,0.518042,1.438839,-0.59641,-0.65233,0.016684,0.359296,-0.23795,-0.77024,0.803066,1.102781
OCC(=O)[C@@]12OC(O[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@H]2[C@H]1C[C@@H](C1=CC(=O)CC[C@]21C)F)(C)C,C24H33FO6,0.198518,0.357163,-1.18747,1.438334,-0.71897,0.293415,-0.15108,0.186588,-0.15205,0.400083,-0.1059,0.512352,0.258191,0.329033,0.425708,-0.02376,-2.58E-02,-2.57E-02,0.098126,0.228568,-2.52E-02,-2.52E-02,0.223833,0.208699,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.17195,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,1.246201
N1CC2CC(C1)c1c2cc2c(c1)nccn2.O[C@@H]([C@@H](C(=O)O)O)C(=O)O,C17H19N3O6,-0.15577,-0.00554,0.360253,-0.23884,-0.54518,0.786004,0.921995,-0.13503,0.569768,0.080606,-1.54514,-0.61556,-0.81562,0.089539,-0.56663,1.360682,-2.58E-02,-2.57E-02,1.036924,1.544309,-2.52E-02,-2.52E-02,1.903605,-0.0773,-2.47E-02,-2.47E-02,-0.25938,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-1.25465,-0.58263,-0.07495,0.942589,1.384333,0.716544,-2.24319,-0.23795,-0.77024,-0.3596,-0.09836
CC(Cc1ccccc1)N.OC(=O)CCCCC(=O)O,C15H23NO4,-0.53287,-0.44079,-0.25884,0.000757,0.149998,-0.19917,0.206612,-0.41976,-0.06081,0.332571,-0.69853,0.316058,0.294523,-0.10605,0.13772,0.959023,-2.58E-02,-2.57E-02,1.036924,0.898919,-2.52E-02,-2.52E-02,1.063719,0.425784,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.33881,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.418443,-0.23795,-0.77024,-1.52227,-1.01864
NCCNCCNCCNCCN.[Cl-].[H+],C8H23ClN5,-0.79491,-0.87604,-1.18747,2.11719,0.67138,-0.19917,0.921995,-0.75324,-0.21154,0.0577,-1.17021,-2.02077,-0.8237,-1.25562,-1.04199,1.706792,-2.58E-02,-2.57E-02,1.975722,1.569269,-2.52E-02,-2.52E-02,1.903605,0.525711,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.62431,-0.58263,-0.07495,-0.59641,-0.65233,0.016684,0.359296,-0.23795,-0.77024,0.803066,-1.17402
NC(=O)C[C@@H](C(=O)N[C@H]([C@@H](CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2,C38H50N6O5,1.303092,1.662904,1.288887,0.120555,1.714143,0.293415,0.921995,1.70533,0.737279,0.316898,0.758847,0.446921,0.124973,0.652349,0.595725,-1.12619,-2.58E-02,-2.57E-02,-0.84067,-1.37956,-2.52E-02,-2.52E-02,-1.45594,-1.53487,-2.47E-02,-2.47E-02,-1.43158,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,2.529585,0.050519,1.618714,1.438839,2.481588,1.384333,1.416404,-1.88831,-0.23795,-0.77024,1.965735,1.264128
CCNC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@H]([C@@H]1/C=C/[C@H](CCc1ccccc1)O)O,C25H37NO4,0.099812,0.284622,-0.25884,0.360151,1.192762,-0.44547,0.564304,0.379744,-0.19151,0.525462,0.329495,0.584015,0.524626,0.863902,0.751862,-0.10922,-2.58E-02,-2.57E-02,0.098126,-0.27776,-2.52E-02,-2.52E-02,-0.61605,-0.14277,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.254451,-0.58263,-0.83184,0.942589,-0.65233,-0.68318,0.359296,-0.23795,0.280728,0.803066,0.463365
OC(=O)/C=C\C(=O)O.CC[C@H](NC(=O)[C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)CO,C24H29N3O6,0.288032,0.502245,0.20548,-0.35864,0.149998,0.293415,0.921995,0.498752,0.45017,0.378383,-0.64713,-0.00487,-0.20201,0.189328,0.071795,0.459085,-2.58E-02,-2.57E-02,0.098126,0.51739,-2.52E-02,-2.52E-02,0.223833,-0.17378,-2.47E-02,-2.47E-02,-0.25938,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.68735,-0.58263,-0.83184,0.942589,1.384333,-0.68318,0.418443,-0.23795,0.280728,-0.3596,0.612761
NCC(=O)O,C2H5NO2,-1.50522,-1.52891,-1.18747,0.120555,-0.89277,-0.69176,-0.15108,-1.56943,-0.51096,0.102306,-1.49374,-0.69968,-1.8854,-1.29553,-0.98647,2.138362,-2.58E-02,-2.57E-02,1.975722,2.150477,-2.52E-02,-2.52E-02,1.903605,1.693832,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.56499,-0.58263,2.195733,-0.59641,-0.65233,1.416404,0.359296,-0.23795,-0.77024,-0.3596,-1.68794
Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)n1c(=O)[nH]c2c1cccc2,C28H29F2N3O,0.316551,0.574787,2.062749,-0.59823,0.149998,-0.44547,-0.50877,0.648531,-0.77997,0.567657,1.381709,1.571714,1.759914,1.646248,1.584598,-1.4723,-2.58E-02,-2.57E-02,-1.77947,-1.20127,-2.52E-02,-2.52E-02,-1.45594,-1.76573,-2.47E-02,-2.47E-02,-1.43158,0.8216132743,-0.53194,0.98634,-0.36345,2.725518,-0.37732,2.084166,-0.39508,1.066475,0.518042,0.681945,-0.59641,1.384333,0.016684,0.359296,-0.23795,-0.77024,0.803066,-0.37325
OS(=O)(=O)O.OS(=O)(=O)O.NCC[C@@H](C(=O)N[C@@H]1C[C@H](N)[C@H]([C@@H]([C@H]1O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)N)O)O)O[C@H]1O[C@H](CN)[C@H]([C@@H]([C@H]1O)O)O)O,C22H47N5O21S2,1.825942,1.735445,-1.18747,1.917526,0.845174,4.726713,5.214287,1.048376,4.733749,-0.23646,-5.12206,-2.75609,-4.0088,-3.90601,-3.29037,3.779181,4.15E-03,1.02E-02,1.975722,3.337854,-2.52E-02,-2.52E-02,1.903605,3.068699,-2.45E-02,-2.44E-02,0.91283,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-5.32219,2.719385,2.195733,2.481588,1.384333,2.816123,-1.88831,-0.23795,0.280728,0.803066,2.112698
CCCC(=O)Oc1ccccc1.[Na],C10H12NaO2,-0.97672,-0.94858,-0.25884,-0.6781,-0.37138,-0.93806,-0.86646,-0.98829,-0.95774,-0.78861,0.305306,0.347216,0.589216,0.069581,-0.18843,0.181343,-2.58E-02,-2.57E-02,0.098126,0.225003,-2.52E-02,-2.52E-02,0.223833,0.281061,-2.47E-02,-2.47E-02,0.91283,0.8216132743,1.878749,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.747598,-0.58263,-0.83184,-0.59641,-0.65233,0.016684,0.359296,-0.23795,0.280728,-0.3596,-1.36524
OC(=O)CCCCCCCC(=O)O,C9H16O4,-0.97186,-0.94858,-1.18747,1.23867,0.323792,-0.44547,-0.15108,-0.96308,-0.37483,0.231303,-0.04846,0.191428,0.06442,-0.3655,0.116902,0.749647,-2.58E-02,-2.57E-02,1.036924,0.296317,-2.52E-02,-2.52E-02,0.223833,0.904748,-2.47E-02,-2.47E-02,0.91283,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.439845,-0.58263,-0.83184,-0.59641,-0.65233,0.016684,2.133721,-0.23795,-0.77024,0.803066,-1.34732
OC(=O)c1ccccc1.N#Cc1ccccc1Cn1c(cc(=O)n(c1=O)C)N1CCC[C@H](C1)N,C25H27N5O4,0.316362,0.574787,1.598432,-0.75796,-0.37138,0.047121,-0.15108,0.581613,0.346261,0.415755,-0.60782,0.038755,0.229933,-0.52516,0.061386,0.245437,-2.58E-02,-2.57E-02,0.098126,0.535218,-2.52E-02,-2.52E-02,0.223833,0.267278,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.6651,-0.58263,-0.07495,-0.59641,1.384333,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,0.116766
O=CN1[C@@H](CNc2ccc(cc2)C(=O)N[C@@H](C(=O)[O-])CCC(=O)[O-])CNc2c1c(=O)nc([nH]2)N.[Ca+2],C20H21CaN7O7,0.552003,0.647328,0.669798,-0.6781,0.845174,0.53971,0.921995,0.403471,1.446301,-5.73869,-0.89809,-1.81201,-0.79947,-1.25562,-4.26537,0.625731,-2.58E-02,-2.57E-02,1.036924,0.207174,-2.52E-02,-2.52E-02,0.223833,0.274169,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-1.03218,1.618714,0.681945,2.481588,1.384333,0.016684,-1.88831,-0.23795,0.280728,0.803066,0.176525
CCN(CCN1C(=O)CN=C(c2c1ccc(c2)Cl)c1ccccc1F)CC.[Cl-].[Cl-].[H+].[H+],C21H23Cl3FN3O,0.313015,0.212081,0.669798,-0.5583,-0.0238,-0.44547,-0.86646,0.475951,-0.84176,0.0577,0.873743,-1.05177,1.07768,1.195201,0.39795,-0.9809,-2.58E-02,-2.57E-02,-0.84067,-0.54162,-2.52E-02,-2.52E-02,-0.61605,-1.19718,-2.47E-02,-2.47E-02,-1.43158,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.625238,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,2.133721,-0.23795,-0.77024,0.803066,-0.03263
CS(=O)(=O)O.Oc1ccc(cc1)C1CNCCc2c1cc(O)c(c2Cl)O,C17H20ClNO6S,0.035187,-0.00554,0.669798,-0.71803,-0.89277,0.293415,0.921995,0.050711,0.359777,0.307254,-0.759,0.518584,0.112863,0.285126,0.189766,0.471904,-2.58E-02,-2.57E-02,0.098126,0.709937,-2.52E-02,-2.52E-02,1.063719,-0.21858,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.6651,-0.58263,-0.83184,-0.59641,1.384333,-0.68318,0.359296,3.654948,1.331694,-0.3596,-0.21788
O=C1Nc2ccc(cc2C(=NC1O)c1ccccc1)Cl,C15H11ClN2O2,-0.5076,-0.44079,0.669798,-1.59655,-0.89277,-0.69176,-0.15108,-0.30891,-0.53063,0.296404,0.154126,0.069912,0.524626,0.432813,0.391011,-0.07931,-2.58E-02,-2.57E-02,0.098126,0.146557,-2.52E-02,-2.52E-02,0.223833,-0.49424,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.391643,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,-0.24776
[O-]S(=O)(=O)c1ccccc1.[O-]S(=O)(=O)c1ccccc1.COc1cc2c(cc1OC)CC[N+](C2Cc1ccc(c(c1)OC)OC)(C)CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCc2c(C1Cc1ccc(c(c1)OC)OC)cc(c(c2)OC)OC,C65H82N2O18S2,4.002376,4.419468,4.384336,-0.19891,3.79967,3.002653,-0.86646,4.362989,1.833698,-0.84889,2.258553,2.718318,-1.94999,1.13932,0.502042,-3.66433,-2.58E-02,-2.57E-02,-2.71827,-3.89694,-2.52E-02,-2.52E-02,-2.29583,-4.12954,-2.47E-02,-2.47E-02,-2.60379,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,2.648644,-0.47951,-0.39508,0.061642,1.618714,2.195733,2.481588,3.420996,3.515983,-1.88831,-0.23795,2.382659,1.965735,3.206278
Clc1ccc2c(c1)C(=NC(C(=O)N2)O)c1ccccc1Cl,C15H10Cl2N2O2,-0.34521,-0.36825,0.669798,-1.59655,-0.89277,-0.69176,-0.15108,-0.21604,-0.53063,0.307254,0.19948,0.272438,0.730507,0.684282,0.5298,-0.19895,-2.58E-02,-2.57E-02,0.098126,0.089506,-2.52E-02,-2.52E-02,0.223833,-0.70099,-2.47E-02,-2.47E-02,-1.43158,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.354564,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,-0.19995
O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)C,C24H40O4,-0.0086,0.13954,-1.18747,1.957459,-0.37138,-0.44547,0.206612,0.217359,-0.33669,0.439867,0.5351,0.998412,1.126123,0.484704,0.880242,-0.42115,-2.58E-02,-2.57E-02,-0.84067,-0.44178,-2.52E-02,-2.52E-02,-0.61605,0.329302,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.484339,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.418443,-0.23795,-0.77024,-0.3596,0.558979
CN(CCc1c[nH]c2c1cc(C[C@@H]1COC(=O)N1)cc2)C,C16H21N3O2,-0.50454,-0.36825,0.20548,-0.11904,-0.19759,-0.69176,-0.15108,-0.27109,-0.58289,0.344626,0.132961,0.082376,0.145158,0.225252,0.314677,0.104429,-2.58E-02,-2.57E-02,0.098126,0.203609,-2.52E-02,-2.52E-02,0.223833,-0.27371,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,1.878749,0.98634,-0.36345,-0.36668,-0.37732,2.084166,-0.39508,0.373103,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,-0.56448
COC(C(C(=O)O)Oc1nc(C)cc(n1)C)(c1ccccc1)c1ccccc1,C22H22N2O4,-0.0753,0.13954,1.598432,-0.95763,0.149998,0.047121,-0.50877,0.068877,-0.29107,0.404905,0.625808,0.665025,0.41563,0.664324,0.713695,-0.58352,-2.58E-02,-2.57E-02,-0.84067,-0.58084,-2.52E-02,-2.52E-02,-0.61605,-0.91463,-2.47E-02,-2.47E-02,-1.43158,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,2.648644,-0.47951,2.529585,0.595576,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.418443,-0.23795,-0.77024,0.803066,-0.11032
O=C1CCc2c(N1)cc(cc2)OCCCCN1CCN(CC1)c1cccc(c1Cl)Cl,C23H27Cl2N3O2,0.254518,0.284622,0.669798,-0.15897,0.149998,-0.69176,-0.50877,0.600335,-0.73435,0.573685,0.879791,0.702414,1.033274,1.099404,1.060668,-0.92108,-2.58E-02,-2.57E-02,-0.84067,-0.6165,-2.52E-02,-2.52E-02,-0.61605,-1.32467,-2.47E-02,-2.47E-02,-1.43158,0.8216132743,1.878749,0.98634,-0.36345,2.725518,-0.37732,2.084166,-0.39508,0.658609,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,0.803066,-0.40313
ClCC/C(=C(\c1ccccc1)/c1ccc(cc1)OCCO)/c1ccccc1,C24H23ClO2,-0.07309,0.066999,1.598432,-1.19722,0.323792,-0.93806,-0.50877,0.227925,-0.9196,0.507379,1.43311,1.362958,1.537885,1.642256,1.477036,-1.28429,-2.58E-02,-2.57E-02,-1.77947,-1.17632,-2.52E-02,-2.52E-02,-1.45594,-1.64513,-2.47E-02,-2.47E-02,-1.43158,0.8216132743,1.878749,0.98634,2.749695,2.725518,-0.37732,2.084166,2.529585,1.296363,0.518042,-0.07495,-0.59641,-0.65233,0.016684,0.359296,-0.23795,1.331694,1.965735,-0.46887
Fc1cccc(c1Cn1nnc(c1)C(=O)N)F,C10H8F2N4O,-0.73631,-0.65841,0.515025,-1.47675,-0.54518,-0.19917,-0.50877,-0.87299,-0.38448,0.26747,-0.31453,0.082376,0.141121,-0.36949,0.064856,0.510361,-2.58E-02,-2.57E-02,0.098126,0.627926,-2.52E-02,-2.52E-02,1.063719,0.332748,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.095013,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,-0.95889
[O-]C(=O)CCC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C.[Na+],C25H33NaO8,0.424778,0.574787,-1.18747,1.158805,0.149998,0.53971,-0.15108,0.293732,0.426878,-1.29013,0.114819,-0.1295,0.080568,0.209286,-0.69155,-0.2075,-2.58E-02,-2.57E-02,0.098126,-0.39899,-2.52E-02,-2.52E-02,-0.61605,0.377543,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.09038,-0.58263,-0.07495,0.942589,1.384333,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,1.048998
COC(=O)CCc1ccc(cc1)OCC(CNC(C)C)O.[Cl-].[H+],C16H25ClNO4,-0.29492,-0.29571,-0.25884,0.360151,0.67138,-0.19917,-0.15108,-0.24866,-0.45702,0.0577,0.278094,-0.81808,0.306634,0.205295,0.005871,0.048881,-2.58E-02,-2.57E-02,0.098126,-0.04956,-2.52E-02,-2.52E-02,0.223833,-0.02906,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.399058,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,-0.63021
S=[Se],SSe,-1.33576,-1.74653,-1.18747,0.360151,-1.06656,-0.19917,-0.15108,-1.62263,-0.88786,0.0577,0.278094,-0.81808,0.306634,0.205295,0.005871,0.048881,-2.58E-02,-2.57E-02,0.098126,-0.04956,-2.52E-02,-2.52E-02,0.223833,-0.02906,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.399058,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,-0.63021
O=C1C=C[C@]2(C(=C1)[C@@H](C)C[C@@H]1[C@]2(F)[C@@H](O)C[C@]2([C@H]1CC[C@]2(OC(=O)C)C(=O)C)C)C,C24H31FO5,0.113623,0.284622,-1.18747,0.959141,-0.54518,0.047121,-0.50877,0.178988,-0.30157,0.398877,-0.06962,0.820813,0.678028,0.592476,0.620013,0.01897,-2.58E-02,-2.57E-02,0.098126,0.278488,-2.52E-02,-2.52E-02,0.223833,0.03641,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.1015,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,0.977288
O,H2O,-1.77414,-1.81907,-1.18747,0.959141,-1.06656,0.047121,-0.50877,-1.81338,-1.16375,0.398877,-0.06962,0.820813,0.678028,0.592476,0.620013,0.01897,-2.58E-02,-2.57E-02,0.098126,0.278488,-2.52E-02,-2.52E-02,0.223833,0.03641,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.1015,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,0.977288
